work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2023,Senior,Full-time,Data Scientist,101500,USD,101500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,ML Engineer,160000,USD,160000,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,146000,USD,146000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,145000,USD,145000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Research Scientist,150000,USD,150000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,55000,GBP,67672,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Senior,Full-time,Applied Scientist,184000,USD,184000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,190000,USD,190000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,190000,USD,190000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,140000,USD,140000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analytics Manager,88000,USD,88000,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,Business Intelligence Analyst,97000,USD,97000,United States,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Data Scientist,170000,USD,170000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,220000,USD,220000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,200000,USD,200000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,193600,USD,193600,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Research Scientist,120000,USD,120000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Scientist,72100,USD,72100,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,253000,USD,253000,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Scientist,90000,USD,90000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,BI Analyst,118800,USD,118800,United States,Remote,United States,M,BI and Visualization
2022,Entry-level,Full-time,Data Engineer,135000,USD,135000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,165000,USD,165000,United States,Remote,United States,M,Data Analysis
2022,Senior,Full-time,Data Scientist,110000,USD,110000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Architect,136000,USD,136000,United States,In-person,United States,M,Data Architecture and Modeling
2022,Mid-level,Full-time,Data Scientist,90000,GBP,110820,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2022,Senior,Full-time,Analytics Engineer,48000,USD,48000,Argentina,Remote,United States,S,Leadership and Management
2022,Senior,Full-time,Data Scientist,190000,USD,190000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,303400,USD,303400,Canada,Remote,Canada,M,Machine Learning and AI
2023,Senior,Full-time,Principal Data Scientist,195000,USD,195000,United States,Remote,United States,L,Data Science and Research
2022,Senior,Full-time,Data Engineer,120000,USD,120000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,54000,USD,54000,Brazil,Remote,Brazil,M,Machine Learning and AI
2022,Entry-level,Full-time,Data Engineer,120000,USD,120000,United States,Remote,United States,M,Data Engineering
2022,Senior,Full-time,Data Science Manager,206000,USD,206000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,190000,USD,190000,United States,In-person,United States,M,Data Engineering
2022,Mid-level,Full-time,Data Scientist,102100,USD,102100,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analyst,51962,USD,51962,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Science,172500,USD,172500,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Architect,381500,USD,381500,United States,In-person,United States,M,Data Architecture and Modeling
2022,Senior,Full-time,Data Engineer,136000,USD,136000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,150000,USD,150000,United States,Remote,United States,M,Data Engineering
2022,Senior,Full-time,Data Analyst,90320,USD,90320,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,206000,USD,206000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,123700,USD,123700,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,93300,USD,93300,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,143706,USD,143706,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Manager,130000,USD,130000,United States,In-person,United States,M,Leadership and Management
2022,Mid-level,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M,Data Analysis
2022,Senior,Full-time,Data Engineer,170000,USD,170000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,230300,USD,230300,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,70000,USD,70000,United States,In-person,United States,M,Data Analysis
2022,Senior,Full-time,ML Engineer,84000,USD,84000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,195000,USD,195000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analytics Manager,110000,USD,110000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,148750,USD,148750,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,242000,USD,242000,Canada,In-person,Canada,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,175000,USD,175000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Applied Scientist,184000,USD,184000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,145360,USD,145360,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,132600,USD,132600,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,65000,EUR,72222,Austria,In-person,Austria,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2022,Mid-level,Full-time,Data Analyst,124000,USD,124000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Analytics Engineer,204000,USD,204000,United States,In-person,United States,M,Leadership and Management
2022,Senior,Full-time,Data Analyst,112900,USD,112900,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Machine Learning Engineer,227700,USD,227700,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,156400,USD,156400,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,300000,USD,300000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Business Intelligence Engineer,106500,USD,106500,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Analyst,137500,USD,137500,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,119000,USD,119000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,100000,USD,100000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,80000,USD,80000,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Machine Learning Engineer,166000,USD,166000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,55000,GBP,68750,United Kingdom,Remote,United Kingdom,M,Data Engineering
2021,Entry-level,Full-time,Data Science Consultant,54000,EUR,63831,Germany,Hybrid,Germany,L,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,140000,USD,140000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,186700,USD,186700,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Research Scientist,278700,USD,278700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,370000,USD,370000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,130000,USD,130000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,140000,USD,140000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,120000,USD,120000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Applied Scientist,222200,USD,222200,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Data Engineer,175000,USD,175000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,111800,USD,111800,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Analytics Engineer,120000,USD,120000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,78000,USD,78000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Research Scientist,161200,GBP,198340,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,129300,USD,129300,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,Mid-level,Full-time,Data Scientist,166000,USD,166000,United States,In-person,United States,M,Data Science and Research
2022,Entry-level,Full-time,Data Scientist,49500,EUR,52008,Belgium,Hybrid,Belgium,S,Data Science and Research
2022,Senior,Full-time,Data Engineer,146000,USD,146000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Analytics Engineer,154100,USD,154100,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,92000,USD,92000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,81500,USD,81500,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,188000,USD,188000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,250900,USD,250900,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Analyst,96475,USD,96475,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,59000,USD,59000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,81800,USD,81800,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,144000,USD,144000,United States,In-person,United States,M,Data Engineering
