job_title,company,job_location,job_level,job_type,job_skills
Database Administrator III,Russell Tobin,"Atlanta, GA",Mid senior,Onsite,"Database Administration, SRE (Site Reliability Engineering), Operational Excellence, Incident Management, Root Cause Analysis (RCA), Risk Management, Monitoring, MySQL, Postgres, Linux, AWS, GCP, Cloud Services, Cloud Database Solutions, PHP, Golang, Python, Bash, Clustering, Sharding, Replication, High Availability, Configuration Management, Analytics, Scripting, Migration, Encryption, Red Hat"
"Senior Data Engineer, Public Company",Recruiting from Scratch,"Memphis, TN",Mid senior,Onsite,"SQL, Python, Kubernetes, Docker, Kafka, Helm, Spark, PySpark, Data governance, Security, Scalability, Software engineering, Data warehousing, Dimensional data modeling, ETL, Data compliance, Stream processing, Automation, Testing, Deployment, Continuous Integration, Continuous Delivery, Pair programming"
Senior Data & Analytics Engineer,SKUTOPIA,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Cloud Data Platform, Dataform, SQL, Cloud Functions, Lambda, Data Warehousing, Snowflake, Redshift, BigQuery, Data Modeling, Eventoriented datasets, Dashboards, Reporting systems, DevOps, IaC, Docker, CI/CD tools, Data integration, ELT, Data Analytics, Data Mining, Big Data, Data Visualization, Data Architecture, Data Modeling, Data Transformation, Data Quality, Data Security, Scalability, Performance Optimization, Business Intelligence, Cloud Computing, Data Storage, Data Processing, Data Management, Data Governance, Data Engineering, Data Analysis, Data Science, Machine Learning"
Data Analyst III,Florida Gulf Coast University,"Fort Myers, FL",Mid senior,Onsite,"Statistical analysis, Data reporting, Data preparation, Database design, SAS, SPSS, R, Tableau, Power BI, SQL, PL/SQL, Microsoft Office Suite, Data visualization, Data mining, Data modeling, Data quality, Data governance, Data integration, Data warehousing, Business intelligence, Data ethics, Data security, Data privacy, Data literacy, Datadriven decision making, Research methods, Research tools, Banner, Workday, Ellucian Banner, Higher education, Relational databases, Statistical software, Reporting software, Consulting, Data analysis, Report writing, Communication skills, Interpersonal skills, Verbal communication skills, Written communication skills, Organizational skills, Prioritization skills, Time management skills, Critical thinking skills, Decision making skills, Problem solving skills, Team player, Diversity and inclusion"
Senior Data Engineer,NOVON,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Python, Snowflake, Snowpark, SQL, PowerBI, Azure, Mulesoft, ETL/ELT, Storage, Logic Apps, Functions, Service Bus, API Gateway, DevOps, CI/CD, Corporate regulatory environment, Governance principles, Corporate accountability, Conduct frameworks, Managing risk, Data engineering, Financial Services"
Staff Data Scientist,Intuit,"Mountain View, CA",Mid senior,Onsite,"Data Science, Machine Learning, CausalML, Optimization, NLP, Explainable AI, Linux, SQL, Hive, SparkSQL, Python, Scala, Java, R, Git, Scrum, Software engineering, Data Mining, Bayesian Learning, Reinforcement Learning, Deep Learning, A/B testing"
Senior DB2 Database Administrator,Unisys,"United, PA",Mid senior,Onsite,"DB2 administration, z/OS DB2 administration, Installing/migrating DB2 and IBM or third party DB2 related products, SMPE, data sharing, DR (restoring DB2 and products), Application of maintenance to DB2 and related products, TLS/SSL Secure Client server, Configuring DB2 Connect, Establishing connection to security products RACF or ACF2, Experiencing tuning DB2 systems, Ability to produce performance reports of how the sub system is performing, REXX, COBOL, BMC Control M, BMC Products"
Senior Software Engineer- Data De-Identification,Truveta,"Seattle, WA",Mid senior,Onsite,"Data Deidentification, Software Engineering, Java, Python, C#, Kubernetes, AWS, GCP, Azure, Big Data, Statistics, Cloud Computing, Distributed Systems, Data Pipelines, APIs, Privacy, Security"
Databricks SME,"Precision Solutions, LLC","Richmond, VA",Mid senior,Onsite,"Data Science, Data Visualization, Data Engineering, Python, Databricks, SQL, Spark, Data Engineering tools, Data Science tools, Qlik/Qlik Sense, QVD/QlikView, Qlik Production Application Standards (QPAS), DoD or ICrelated experience, ADVANA experience, Digital strategy, IT project management, Enterprise architecture, SDLC, Transformation, Communication skills, Collaboration skills, Detailoriented, Highquality results, Secret clearance"
"Data and Research, Business Analyst",Karlka Recruiting Group,"Australian Capital Territory, Australia",Mid senior,Onsite,"Data analysis, Forecasting, Risk assessment, Data visualization, Problemsolving, Communication, Negotiation, Project management, Time management, Attention to detail, Microsoft Office Suite, Strong interpersonal skills, Effective written and verbal communication, Ability to work independently and as part of a team, Ability to meet deadlines and work under pressure, Baseline Security Clearance"
Data Analytics Intern (Summer 2024),DriveTime,"Tempe, AZ",Associate,Onsite,"Analytics, Data analysis, SQL, Snowflake, Excel, Tableau, Python, R, Economics, Finance, Mathematics, Engineering, Computer science, Detailoriented, Problem solving, Agile, Communication skills, Intellectual curiosity, Quantitative degree, Data analysis experience, Excel skills, Verbal and written communication skills, Critical thinking, Teamwork, Time management, Problemsolving, Analytical skills, Reporting"
Senior Data Engineer (Python),Jobs for Humanity,"Dover, DE",Mid senior,Onsite,"Data Engineering, Agile, Java, Scala, Python, RDBMS, NoSQL, Cloud Computing, Distributed Computing, RealTime Data, Streaming Applications, Data Warehousing, Unix/Linux, Shell Scripting, Big Data Technologies, Application Development, Machine Learning, Microservices, Unit Testing, Code Reviews, Data Analytics, Data Visualization, SQL, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, MySQL, MongoDB, Cassandra, Redshift, Snowflake"
Senior MLOps Engineer,Recruiting from Scratch,"Madison, WI",Mid senior,Onsite,"AI, ML Ops, ML Systems, Workflow Orchestration, Monitoring, A/B Testing, Data Engineering, ETL Pipelines, LLMs, NLP, Reinforcement Learning, Probabilistic Graphs, Deep Learning, Software Engineering, Product Management, Hiring, Financial Workflows, Product Ownership"
Sr. Data Scientist,Roku Inc.,"San Jose, CA",Mid senior,Onsite,"Big Data, A/B testing, SQL, Tableau, Looker, R, Python, Statistics, Data visualization, Data management, Analytics, Data science, Reporting, Communication skills, Ownership mindset, Problemsolving, Innovation, Collaboration, Trust"
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)",Jobs for Humanity,"Scranton, PA",Mid senior,Onsite,"Data Loss Prevention (DLP), Symantec Data Loss Prevention (DLP), URL filtering, Proxy, Network DLP, Cloud computing, Cyber security practices, Software engineering principles, Agile frameworks, Customer engagement, JIRA, Cloud security, Multicloud environments, IT Delivery projects, Technical writing, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional, CISSP GIAC CISM CCSP CISA Security+"
"Director, Ontology and Data Modeling",Jobs for Humanity,"Richmond, VA",Mid senior,Onsite,"Ontology, Data Modeling, Linked Data, SPARQL, Graph Databases, Python, R, JSON, OpenAPI/YAML, AVRO, SQL, Protégé, TopQuadrant, PoolParty, Stardog, AnzoGraph, Neptune, Data.World, Agile Principles, Processes, Methodologies, Amazon Web Services, Communication Skills, Project Management, ProblemSolving, DetailOrientation, Reading Comprehension, Writing Skills"
Data Analyst & QA Tester,Experfy,"Boston, MA",Mid senior,Onsite,"Data Analysis, Data Manipulation, Data Quality Management, Data Warehousing, Cloud Computing, Data Integration, Data Modeling, SQL, ETL Tools, Snowflake, Tableau, Power BI, JIRA, Confluence, Teams, Project Management, Data Governance, Data Science, Data Systems, Data Dictionary, Data Exploration, Data Discovery, Data Visualization, Data Catalog, Unit Testing, SIT Testing, Regression Testing, UAT Testing, Quality Assurance, Testing Processes, Soft Skills, Pragmatic Problem Solving, Business Needs Understanding, Communication, ServiceOriented, Teamwork, SelfMotivation, Initiative, Rigorous Attention to Detail, Data Curiosity, Business Analyst Experience, QA Tester Experience, Master's Degree in Mathematics Economics Computer Science Information Management or Statistics, Healthcare Experience"
Data Analyst II - Firm Analytics,Jobs for Humanity,"Springfield, MO",Mid senior,Onsite,"Data manipulation, Data aggregation, Descriptive statistics, Data visualization, KPI design, Data querying, Data validation, Prototyping, Exploratory analysis, Statistical analysis, Correlation analysis, Data distribution analysis, Quartile ranking, Frequency analysis, Data storytelling, Business intelligence, SQL, Tableau, Oracle, Snowflake, Relational databases, Crossfunctional collaboration, Business process improvement, Data architecture, Data management, Data governance, Data privacy, Data security, Data ethics"
Database Administrator,Lawrence Livermore National Laboratory,"Livermore, CA",Mid senior,Onsite,"Database Administration, MS SQL Server, Oracle, MySQL, Mongo, Casandra, PostgreSQL, DynamoDB, UNIX, Windows O/S, DOE QLevel security clearance, Bachelor's in Computer Science Software Engineering or Management Information Systems, Broad experience with administering database infrastructures including implementation monitoring operational support backup and recovery security and lifecycle management in support enterpriselevel service delivery, Applied experience with administration of databases like MS SQL Server MySQL Oracle Mongo Casandra PostgreSQL and DynamoDB databases, Proficient knowledge of UNIX and/or Windows O/S administration security and performance tuning, Experience leveraging automation/orchestration tool suites to effectively and efficiently manage a portfolio of enterprise services, Proficient communication facilitation and collaboration skills necessary to effectively present explain and advise coworkers management and/or external sponsors, Experience implementing and managing an enterprise commercial off the shelf application suite, Experience working in a compliancedriven and secure environment, Advanced experience with systems programming to create configure monitor and automate the management of database infrastructures required to maintain the requisite availability and security posture of deployed infrastructures and associated services, Advanced ability to partner with customers IT managers developers database administrators systems administrators and security administrators to jointly create complex web/application/cloud service/container/COTs infrastructures services that meet business requirements, Advanced experience in data modeling database architecture development and/or database reliability engineering principles, Master's degree in Computer Science Computer Engineering or Management Information Systems"
QC Data Analyst,Steneral Consulting,"Sellersville, PA",Associate,Onsite,"QC Data Analysis, Empower HPLC, Malvern Particle Size Analyzer, LabVantage LIMS, HPLC, GC, Dissolutions, Particle Size Analyzer, FTIR (Fourier Transform Infrared) Spectroscopy, pH, Dissolution Testing, Viscosity, TOC (Total Organic Carbon) Testing, Chemistry, Biochemistry, HPLC, GC, Dissolution Testing, Particle Size Analysis, Data Analysis, Chromatogram Interpretation, Documentation, Report Writing, Investigation Writing"
