link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/post_us_5b9c2f91e4b03a1dcc7ceeb9,Why We Need to Treat Parenthood as a Privilege,PARENTING,"Pronatalist beliefs also condone the right for anyone to have children whenever they want to have them, which leads many people to have children before they are emotionally, psychologically or financially ready.","Laura Carroll, Contributor
Editor, Nonfiction Author, Expert on the Childfree Choice",2012-08-28
https://www.huffingtonpost.com/entry/lgbt-wellness-june-20_n_5515100.html,Study Reveals Where You Find Your Sexual Partners Is Key To Your Risk For STI's,QUEER VOICES,,JamesMichael Nichols,2014-06-22
https://www.huffingtonpost.com/entry/yoga-back-pain_us_5b9c36aae4b03a1dcc7d24a7,Yoga to the Rescue: Three Stretches to Help Lower Back Pain,WELLNESS,"If your lower back simply feels tense or tight, taking five minutes to practice this simple sequence of yoga postures can help alleviate your discomfort.","David Magone, Contributor
Director, PranaVayu Yoga",2012-09-10
https://www.huffingtonpost.comhttp://pubx.co/NY4BKy,They Gave A Sick Puppy A Peaceful Place To Die — But She Lived Instead,GOOD NEWS,"When Mary and her three daughters moved to Ankara, Turkey, for her husband's job, they decided they wanted to do something",,2016-04-02
https://www.huffingtonpost.com/entry/divorce-benefits_us_5b9d9d1ae4b03a1dcc8a43ab,6 Little-Known Benefits Of Being Divorced,DIVORCE,"Written by Alexandra Churchill for YourTango.com 6. You'll Have An Easier Retirement As we've already mentioned, we rarely",,2013-10-26
https://www.huffingtonpost.com/entry/my-day-as-a-test-case-for_us_5b9dec9be4b03a1dcc8ed981,My Day as a Test Case for Self-Compassion,WELLNESS,That's when I saw it. Namaste Disappointment. We all know what that feels like. Our disappointments might be different but,"Kellie Edwards, Contributor
Psychologist, Mindfulness Teacher and Coach",2014-03-14
https://www.huffingtonpost.comhttp://www.nytimes.com/2016/02/28/opinion/sunday/what-women-find-in-friends-that-they-may-not-get-from-love.html?_r=1&mtrref=undefined&gwh=827169F0AC5371546C427E7BA8B8E1F5&gwt=pay&assetType=opinion,What Women Find In Friends That They May Not Get From Love,WOMEN,Sara and I met as office drones in 1999. We became friends in a period of our lives when the demands of our jobs were just,,2016-02-29
https://www.huffingtonpost.com/entry/white-castle-wedding_us_5b9d1c85e4b03a1dcc848eb8,White Castle Wedding: Couple Ties The Knot Inside Burger Joint (VIDEO),WEDDINGS,"Copeland concluded the ceremony by presenting the happy couple to the crowd of diners: ""Ladies and gentlemen, Carla and Bobby",,2013-04-30
https://www.huffpost.com/entry/prince-philip-funeral-arrangements-revealed_n_6071d47ec5b6a74b3bdbfacc,Buckingham Palace Announces Prince Philip's Funeral Arrangements,WORLD NEWS,The 99-year-old Duke of Edinburgh took part in designing the modified Land Rover that will carry his coffin.,"Danica Kirka, Associated Press",2021-04-10
https://www.huffingtonpost.com/entry/sheila-abdus-salaam-queer-rights_us_58ef852be4b0bb9638e1dc3d,Black Female Judge Judge Remembered As A Defender Of Queer Rights,QUEER VOICES,Judge Sheila Abdus-Salaam helped reverse a precedent in New York that tore children from their parents.,Carol Kuruvilla,2017-04-13
https://www.huffingtonpost.com/entry/tully-review-charlize-theron-diablo-cody-jason-reitman_us_5ae718b1e4b04aa23f2558ab,"In 'Tully,' Charlize Theron Comes To Terms With Adulthood Being A Sad Joke",ENTERTAINMENT,"In their follow-up to ""Young Adult,"" Diablo Cody and Jason Reitman remain masters of the depression dramedy.",Matthew Jacobs,2018-05-03
https://www.huffingtonpost.com/entry/golden-globes-2017-reactions_us_584ebd8fe4b0e05aded4a207,See The Kids From 'Stranger Things’ And Others React To Golden Globe Nominations,ENTERTAINMENT,"Some were in tears, while others cracked jokes about the 2017 nods.",Lauren Moraski,2016-12-12
https://www.huffingtonpost.com/entry/does-loving-differently-mean-loving-better_us_5b9d0081e4b03a1dcc83a9fe,Does Loving Differently Mean Loving Better?,PARENTING,"Does different treatment necessarily mean better or worse treatment? Do different interactions mean that one child is a favorite? And, god forbid, does different love inherently mean better love?","Christine Organ, Contributor
Author of ""Open Boxes: the gifts of living a full and connecte...",2013-04-11
https://www.huffingtonpost.com/entry/terrelle-pryor-racial-slur_us_59d60ed5e4b0380b6c9a7760,Terrelle Pryor Says He Flipped Off Fan After Being Called The N-Word,BLACK VOICES,The Washington receiver said he heard the slur several times on Monday in the Kansas City game.,Ron Dicker,2017-10-05
https://www.huffingtonpost.com/entry/finding-the-wisdom-courag_b_8810906.html,"Finding the Wisdom, Courage, and Compassion to See That The Other Is Us",IMPACT,"At a time when the headlines are dominated by stories of extremism and xenophobia, from Daesh terrorists to Donald Trump, we are reminded of stories that show us that wisdom, compassion, and courage cannot be extinguished.","Kim Samuel, ContributorPresident, Samuel Family Foundation",2015-12-25
https://www.huffpost.com/entry/sri-lanka-block-social-media-bombings_n_5cbce6f4e4b032e7ceb9c0a9,"Sri Lanka Blocks Social Media After Bombings, Citing Misinformation",WORLD NEWS,"The nationwide social media blockage came after eight blasts swept through Sri Lankan churches and hotels on Easter Sunday, killing more than 200 people.",Sanjana Karanth,2019-04-21
https://www.huffingtonpost.com/entry/short-bouts-of-exercise-can-boost-self-control_us_5b9ce705e4b03a1dcc82d573,Short Bouts Of Exercise Can Boost Self-Control,WELLNESS,"The new analysis finds that exercise's impact on self-control is small, but measurable. It could be particularly important",,2013-03-09
https://www.huffingtonpost.com/entry/memory-fonts-sub-rosa_us_56aa7e1ce4b0d82286d5571a,Stunning Font Collection Reflects The Fleetingness Of Memory,ARTS & CULTURE,This typeface changes each time it's printed.,Maddie Crum,2016-01-29
https://www.huffingtonpost.com/entry/yves-klein-sponge-relief_us_5bb23866e4b0171db69e7c5a,Yves Klein Sponge Relief Expected To Nab $10 Million At Auction (PHOTO),CULTURE & ARTS,The piece is essentially a large-scale sponge relief soaked in the artist's signature color -- International Klein Blue (IKB,Katherine Brooks,2012-10-20
https://www.huffingtonpost.com/entry/miley-cyrus-v-cover-magazine-photo_us_5b9d1e2de4b03a1dcc849798,"Miley Cyrus V Cover: Is This Magazine Shot Even Hotter Than The Last? (PHOTOS, VIDEO)",STYLE & BEAUTY,"BuzzFeed says Miley looks like a ""pilates instructor."" We have to say we're just impressed she bothered with a bra this time",,2013-05-01
https://www.huffingtonpost.com/entry/breakup-advice_us_5b9dd13de4b03a1dcc8d3c3f,'I Need Space': How To Deal When Your Partner Says Those 3 Words,DIVORCE,"There is no right or wrong way to feel, but by being careful with your response and yourself, you can be assured to walk",,2014-01-28
https://www.huffingtonpost.com/entry/why-september-12th-matters_us_59a80479e4b096fd8876c0c0,Why September 12th Matters,POLITICS,"September 12th is very special day. Every year, reliably, something big happens on that day. This year is no different. The","Steven Rosenbaum  , ContributorTechnologist / Business Leader / Author",2017-08-31
https://www.huffingtonpost.com/entry/breastfeeding-and-pornography_us_5b9c1da9e4b03a1dcc7c6b4a,A Mother Fights Back When Video Of Her Breastfeeding Appears On Porn Sites,PARENTING,"Maryann Sahoury's goal was to teach others about breastfeeding. Instead, she learned a few lessons herself: To read things before you sign them. And that people can be creeps.","Lisa Belkin, Contributor
Senior Columnist, The Huffington Post",2012-08-08
https://www.huffingtonpost.com/entry/ryan-lochte-girlfriend_us_5b9c1e9ae4b03a1dcc7c71c4,Ryan Lochte Wants A Girlfriend: Whom Should He Date?,STYLE & BEAUTY,"If you ask us, Ryan Lochte is quite a catch. But when Us Weekly wanted to know why the chiseled swimmer is still single, his",Erin Clements,2012-08-09
https://www.huffingtonpost.com/entry/health-stories-november-2015_us_563d01c9e4b0411d3070fa40,ICYMI: What Runners Think About And A New-Old Approach To Staph,HEALTHY LIVING,Health stories you may have missed.,Erin Schumaker,2015-11-07
https://www.huffingtonpost.com/entry/lincoln-20_b_8023742.html,,POLITICS,,"Robert Moran, ContributorRobert Moran leads Brunswick Insight, and writes and speaks on...",2015-08-22
https://www.huffingtonpost.com/entry/sports-nice-list-2013_us_5bb7315ae4b097869fd48646,"Peyton Manning, Jason Collins, Jack Hoffman Headline 2013 Sports 'Nice List'",SPORTS,"To paraphrase a certain North Pole resident, there is room for every athlete on the HuffPost Sports Nice List. That said",Chris Greenberg,2013-12-25
https://www.huffingtonpost.com/entry/real-housewives-wardrobe-malfunction-pictures-photos-yolanda-foster_us_5b9cffd6e4b03a1dcc83a3c7,'Real Housewives' Wardrobe Malfunction Proves That Reality Exists Off-Screen (PHOTO),STYLE & BEAUTY,"One of our favorite things about the ever-expanding cast of ""Real Housewives"" is that they offer an uncensored view of all",,2013-04-03
https://www.huffingtonpost.com/entry/zika-virus-continues-to-replicate-in-newborns-brains-study-finds_us_585174f7e4b092f086869076,"Zika Virus Continues To Replicate In Newborns' Brains, Study Finds",HEALTHY LIVING,"This explains why Zika virus can have a devastating impact on babies, even when their mothers had only mild illnesses.",,2016-12-14
https://www.huffingtonpost.com/entry/corneal-melt-rheumatoid-arthritis-complication-iris_us_5b9ddd78e4b03a1dcc8de909,'Corneal Melt': Arthritis Complication Lets Irises Slip Out,WELLNESS,The condition generally happens in patients with long-standing rheumatoid arthritis. These patients often say they feel like,,2014-02-13
https://www.huffingtonpost.com/entry/cameron-diaz-instyle-cover_us_5b9b93e4e4b03a1dcc78c5db,Cameron Diaz 'InStyle' Cover Features The Actress In Couture (PHOTOS),STYLE & BEAUTY,"It's all finally making sense. Cameron Diaz caught us off-guard when she took Paris' Couture Week by storm, attending shows",Ellie Krupnick,2012-04-15
https://www.huffingtonpost.com/entry/trumps-riyadh-visit-whitewashes-saudi-terrorism_us_591f4834e4b0b28a33f62be2,Trump's Riyadh Visit Whitewashes Saudi Terrorism,POLITICS,President Trump will make America complicit in Saudi Arabia’s spread of jihadi terrorism.,"Adam Weinstein, ContributorPolicy Associate, National Iranian American Council, Veteran o...",2017-05-19
https://www.huffingtonpost.com/entry/robin-mcgraw-omaze-online-fundraiser-winner_us_5671118ae4b0648fe3018f33,Robin McGraw Gives One Woman A Surprise She Will Never Forget,ENTERTAINMENT,"Christy, a single mom to a 23-year-old son, was recently selected as the winner of Robin McGraw’s “Walk a Day In Robin’s",,2015-12-16
https://www.huffingtonpost.com/entry/all-22-female-senators-push-congress-on-sexual-harassment-reform_us_5abb8443e4b06409775bad29,All 22 Female Senators Push Congress On Sexual Harassment Reform,POLITICS,"The bipartisan group says it's ""unacceptable"" that the Senate has failed to fix sexual harassment policies involving lawmakers and staffers.",Marina Fang,2018-03-28
https://www.huffingtonpost.com/entry/worst-toy-toady-2013_us_5b9dadf0e4b03a1dcc8b5acf,And The Nominees For Worst Toy Of The Year Are...,PARENTING,"Without further ado, the TOADY nominees are: Commentary: ""No more struggles to get little Bobby or Susie to use the potty",Ron Dicker,2013-11-25
https://www.huffingtonpost.com/entry/iron-clothes-with-hair-straightener_us_5b9c2adee4b03a1dcc7cc8db,How To Iron Clothes With A Hair Straightener,HOME & LIVING,We'd be lying if we said we never stepped out of the house with a wrinkled shirt because our clothes iron was broken (and,Nicole Guzzardi,2012-08-22
https://www.huffingtonpost.com/entry/john-ridley-jimi-all-is-by-my-side_n_5882540.html,John Ridley On Directing 'Jimi: All Is By My Side',BLACK VOICES,,,2014-09-25
https://www.huffingtonpost.com/entry/the-fidget-spinner-explains-the-world_us_591f2374e4b0e8f558bb25f2,The Fidget Spinner Explains The World,HEALTHY LIVING,"Fidget spinners are the perfect material metaphor for everyday life in early 2017, for good and for ill.","The Atlantic, ContributorExploring the American idea since 1857",2017-05-19
https://www.huffingtonpost.com/entry/as-florida-governor-jeb-b_n_7644816.html,"As Florida Governor, Jeb Bush Provided Special Access To Lobbyists",POLITICS,,,2015-06-23
https://www.huffingtonpost.com/entry/zac-posen-gold-dress-magnum-ice-cream_us_5b9cfff9e4b03a1dcc83a47c,Zac Posen Designs Gold Dress In Honor Of Magnum Ice Cream (PHOTOS),STYLE & BEAUTY,This isn't chocolate's first time at the fashion rodeo... But this one has SEA SALT CARAMEL. Winner. Want more? Be sure to,Ellie Krupnick,2013-04-03
https://www.huffingtonpost.com/entry/the-best-of-mothers_us_5b9d705fe4b03a1dcc88041f,The Best of Mothers,PARENTING,There's no way to fast forward or take a shortcut when we give a moment to our kids; there's no app for that. That's what makes it special.,"Allison Tate, Contributor
Writer, mother of four",2013-08-19
https://www.huffingtonpost.com/entry/fake-venices-around-the-w_us_5b9bab4fe4b03a1dcc7976b9,15 Venices Around The World (PHOTOS),TRAVEL,The Venice of...,"BootsnAll, Contributor
A one-stop indie travel guide, founded in 1998",2012-05-07
https://www.huffingtonpost.com/entry/heres-what-happened-when-a-feminist-lesbian-had-wings-at-hooters_b_7167480.html,Here's What Happened When a Feminist Lesbian Had Wings at Hooters,QUEER VOICES,So here's my quandary: What's a girl to do about places like Hooters and Twin Peaks or -- eek -- strip clubs when one both loves and respects the female body?,"Jenny Block, ContributorColumnist and author of 'O Wow! Discovering Your Ultimate Orga...",2015-05-03
https://www.huffingtonpost.com/entry/in-directing-protecther-i-found-peace-in-my-broken-pieces_us_59e7698ce4b0d0e4fe6c82ac,"#MeToo: In Directing 'ProtectHer,' I Found Peace In My Broken Pieces",WOMEN,"Fearful that I would be known as the female director behind only a sexual assault film, I have been less upfront about my own experience. Until now.","Sara Hirsh Bordo, ContributorProducer and director",2017-10-18
